"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"PTRS","Partners Bancorp","6.5","115766384.5","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ptrs",
"ID","PARTS iD, Inc.","5.845","0","n/a","2017","Technology","Advertising","https://old.nasdaq.com/symbol/id",
"PRTY","Party City Holdco Inc.","5.42","599702133","n/a","2015","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/prty",
"PASG","Passage Bio, Inc.","27.72","1262221385.04","n/a","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pasg",
"PBHC","Pathfinder Bancorp, Inc.","11.35","51402822.05","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pbhc",
"PATK","Patrick Industries, Inc.","68.16","1592430531.84","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/patk",
"PNBK","Patriot National Bancorp Inc.","8.89","35000294.49","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnbk",
"PATI","Patriot Transportation Holding, Inc.","11.7","39514164.3","n/a","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/pati",
"PDCO","Patterson Companies, Inc.","32.2","3107428800","n/a","1992","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/pdco",
"PTEN","Patterson-UTI Energy, Inc.","5.18","971217754.5","n/a","1993","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pten",
"PAVM","PAVmed Inc.","1.87","97716563.89","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavm",
"PAVMW","PAVmed Inc.","0.68","0","n/a","2016","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavmw",
"PAVMZ","PAVmed Inc.","1","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pavmz",
"PXMD","PaxMedica, Inc.","n/a","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pxmd",
"PAYA","Paya Holdings Inc.","12.83","1497228168.03","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/paya",
"PAYAW","Paya Holdings Inc.","2.9","0","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/payaw",
"PAYX","Paychex, Inc.","93.22","33512619550.74","n/a","1983","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/payx",
"PAYC","Paycom Software, Inc.","421.66","24300704748.06","n/a","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/payc",
"PCTY","Paylocity Holding Corporation","186.91","10139067338.29","n/a","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/pcty",
"PYPL","PayPal Holdings, Inc.","210.8","246992633337.2","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pypl",
"PAYS","Paysign, Inc.","4.99","248723840.43","n/a","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pays",
"PBF","PBF Energy Inc.","7.97","957419554.28","n/a","2012","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/pbf",
"PBFX","PBF Logistics LP","9.81","611756740.44","n/a","2014","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/pbfx",
"CNXN","PC Connection, Inc.","45.79","1198575732.89","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/cnxn",
"PCB","PCB Bancorp","10.77","165653779.26","n/a","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/pcb",
"PCIM","PCI Media, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcim",
"PCSB","PCSB Financial Corporation","15.94","261698727.78","n/a","2017","Finance","Banks","https://old.nasdaq.com/symbol/pcsb",
"PCTI","PCTEL, Inc.","6.52","122052919.96","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/pcti",
"PDCE","PDC Energy, Inc.","18.41","1834329559.93","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pdce",
"PDFS","PDF Solutions, Inc.","21.92","802927517.6","n/a","2001","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/pdfs",
"PDLI","PDL BioPharma, Inc.","2.45","279855086.7","n/a","1992","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/pdli",
"PDLB","PDL Community Bancorp","11.03","188332396.8","n/a","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pdlb",
"PDSB","PDS Biotechnology Corporation","2.14","47639864.66","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pdsb",
"BTU","Peabody Energy Corporation","1.48","144744000","n/a","2017","Energy","Coal Mining","https://old.nasdaq.com/symbol/btu",
"PGC","Peapack-Gladstone Financial Corporation","22.43","424704177.07","n/a","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/pgc",
"PSO","Pearson, Plc","9.02","6792962883.96","n/a","n/a","Consumer Services","Books","https://old.nasdaq.com/symbol/pso",
"PEB","Pebblebrook Hotel Trust","19.17","2509682436.45","n/a","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/peb",
"PEB^C","Pebblebrook Hotel Trust","23.355","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/peb^c",
"PEB^D","Pebblebrook Hotel Trust","22.97","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/peb^d",
"PEB^E","Pebblebrook Hotel Trust","23","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/peb^e",
"PEB^F","Pebblebrook Hotel Trust","23.025","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/peb^f",
"PED","Pedevco Corp.","1.24","89854541.6","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ped",
"PEGA","Pegasystems Inc.","124.96","10083984092.16","n/a","1996","Technology","EDP Services","https://old.nasdaq.com/symbol/pega",
"PTON","Peloton Interactive, Inc.","110.79","32409667365.75","n/a","2019","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/pton",
"PBA","Pembina Pipeline Corp.","26.72","14694450240","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pba",
"PENN","Penn National Gaming, Inc.","74.67","11598065107.65","n/a","1994","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/penn",
"PVAC","Penn Virginia Corporation","9.39","142732084.65","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pvac",
"PFLT","PennantPark Floating Rate Capital Ltd.","10.77","417575236.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pflt",
"PNNT","PennantPark Investment Corporation","4.58","307066580.9","n/a","2007","n/a","n/a","https://old.nasdaq.com/symbol/pnnt",
"PNNTG","PennantPark Investment Corporation","25.19","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pnntg",
"PWOD","Penns Woods Bancorp, Inc.","26.2","184756714.6","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pwod",
"PEI","Pennsylvania Real Estate Investment Trust","1.01","80332538.67","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pei",
"PEI^B","Pennsylvania Real Estate Investment Trust","8.61","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pei^b",
"PEI^C","Pennsylvania Real Estate Investment Trust","8.73","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pei^c",
"PEI^D","Pennsylvania Real Estate Investment Trust","8.43","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pei^d",
"PFSI","PennyMac Financial Services, Inc.","58.79","4258995282.27","n/a","2013","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/pfsi",
"PMT","PennyMac Mortgage Investment Trust","17.49","1727826710.94","n/a","2009","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pmt",
"PMT^A","PennyMac Mortgage Investment Trust","24.88","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pmt^a",
"PMT^B","PennyMac Mortgage Investment Trust","24.6","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pmt^b",
"PAG","Penske Automotive Group, Inc.","58.83","4726151054.73","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/pag",
"PNR","Pentair plc.","52.6","8749815222.2","n/a","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/pnr",
"PEN","Penumbra, Inc.","209.18","7595584974.02","n/a","2015","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pen",
"PEBO","Peoples Bancorp Inc.","26.54","523402665.04","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pebo",
"PEBK","Peoples Bancorp of North Carolina, Inc.","25.3","146423851.2","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pebk",
"PFIS","Peoples Financial Services Corp. ","39.73","286963512.66","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pfis",
"PBCT","People&#39;s United Financial, Inc.","13.2","5608238658","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pbct",
"PBCTP","People&#39;s United Financial, Inc.","28.56","0","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/pbctp",
"PEP","Pepsico, Inc.","145.69","201337240299.65","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/pep",
"PRCP","Perceptron, Inc.","6.97","68163442.59","n/a","1992","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/prcp",
"PRDO","Perdoceo Education Corporation","12.43","861236900.37","n/a","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/prdo",
"PRFT","Perficient, Inc.","47.56","1569876174.8","n/a","1999","Technology","EDP Services","https://old.nasdaq.com/symbol/prft",
"PFGC","Performance Food Group Company","47.71","6370532091.69","n/a","2015","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/pfgc",
"PSHG","Performance Shipping Inc.","5.36","26883085.36","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/pshg",
"PFMT","Performant Financial Corporation","0.742","40629458.786","n/a","2012","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/pfmt",
"PDAC","Peridot Acquisition Corp.","9.94","372750000","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/pdac",
"PDAC.U","Peridot Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pdac.u",
"PDAC.WS","Peridot Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pdac.ws",
"PERI","Perion Network Ltd","11.04","297701416.32","n/a","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/peri",
"PKI","PerkinElmer, Inc.","143.91","16114248136.35","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/pki",
"PESI","Perma-Fix Environmental Services, Inc.","6.39","77663401.83","n/a","n/a","Basic Industries","Environmental Services","https://old.nasdaq.com/symbol/pesi",
"PPIH","Perma-Pipe International Holdings, Inc.","6","48989934","n/a","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/ppih",
"PBT","Permian Basin Royalty Trust","3.27","152410762.92","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pbt",
"PVL","Permianville Royalty Trust","0.8254","27238200","n/a","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pvl",
"PRT","PermRock Royalty Trust","2.89","35158965.48","n/a","2018","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/prt",
"PRGO","Perrigo Company","48.48","6617098563.36","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/prgo",
"PSTH","Pershing Square Tontine Holdings, Ltd.","25.91","5182002591","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/psth",
"PSTH.WS","Pershing Square Tontine Holdings, Ltd.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/psth.ws",
"PSNL","Personalis, Inc.","36.79","1432337895.95","n/a","2019","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/psnl",
"PRSP","Perspecta Inc.","23.18","3731138519.64","n/a","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/prsp",
"PETQ","PetIQ, Inc.","31.72","910257420.8","n/a","2017","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/petq",
"PETS","PetMed Express, Inc.","30.25","613230178","n/a","n/a","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/pets",
"PAIC","Petra Acquisition, Inc.","9.99","92813603.49","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/paic",
"PAICU","Petra Acquisition, Inc.","10.47","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/paicu",
"PAICW","Petra Acquisition, Inc.","0.65","0","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/paicw",
"PTR","PetroChina Company Limited","30.07","55034408024.46","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ptr",
"PBR","Petroleo Brasileiro S.A.- Petrobras","10.56","68873382652.8","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pbr",
"PBR.A","Petroleo Brasileiro S.A.- Petrobras","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pbr.a",
"PTPI","Petros Pharmaceuticals, Inc.","3.35","32520939.05","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptpi",
"PFE","Pfizer, Inc.","41.85","232618897668.15","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pfe",
"PFSW","PFSweb, Inc.","5.95","120476617.45","n/a","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pfsw",
"GHY","PGIM Global High Yield Fund, Inc.","14.58","596670155.82","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/ghy",
"ISD","PGIM High Yield Bond Fund, Inc.","15.03","499848561.72","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/isd",
"SDHY","PGIM Short Duration High Yield Opportunities Fund","20","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/sdhy",
"PGTI","PGT Innovations, Inc.","20.16","1188689564.16","n/a","2006","Capital Goods","Building Products","https://old.nasdaq.com/symbol/pgti",
"PGTI","PGT Innovations, Inc.","20.16","1188689564.16","n/a","2006","Capital Goods","Building Products","https://old.nasdaq.com/symbol/pgti",
"PHAS","PhaseBio Pharmaceuticals, Inc.","3.77","110705386.48","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phas",
"PHAT","Phathom Pharmaceuticals, Inc.","46.9","1215464761.7","n/a","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phat",
"PAHC","Phibro Animal Health Corporation","18.49","747987211.92","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pahc",
"PM","Philip Morris International Inc","84.61","131764501429.57","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/pm",
"PSX","Phillips 66","68.77","30038748722.45","n/a","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/psx",
"PSXP","Phillips 66 Partners LP","28.77","6569346000.42","n/a","2013","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/psxp",
"PHIO","Phio Pharmaceuticals Corp.","2.57","14856121.44","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phio",
"PHIOW","Phio Pharmaceuticals Corp.","0.18","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/phiow",
"FENG","Phoenix New Media Limited","2.25","164042050.5","n/a","2011","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/feng",
"DNK","Phoenix Tree Holdings Limited","3.25","594360000","n/a","2020","Consumer Services","Building operators","https://old.nasdaq.com/symbol/dnk",
"PLAB","Photronics, Inc.","11.11","729522695.99","n/a","1987","Technology","Semiconductors","https://old.nasdaq.com/symbol/plab",
"PHR","Phreesia, Inc.","52.61","2300253404.01","n/a","2019","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/phr",
"PHUN","Phunware, Inc.","0.795","39066729.3","n/a","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/phun",
"PHUNW","Phunware, Inc.","0.1792","0","n/a","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/phunw",
"PHX","PHX Minerals Inc.","2.1","46865895.3","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/phx",
"DOC","Physicians Realty Trust","17.73","3691913502.96","n/a","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/doc",
"PICO","PICO Holdings Inc.","8.95","167499840.7","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/pico",
"PLL","Piedmont Lithium Limited","25.94","67700468.78","2609887","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pll",
"PDM","Piedmont Office Realty Trust, Inc.","16.41","2068131984.42","n/a","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/pdm",
"PIRS","Pieris Pharmaceuticals, Inc.","2.93","163993799.4","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/pirs",
"PPC","Pilgrim&#39;s Pride Corporation","20.54","5002579400.52","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/ppc",
"PCQ","PIMCO California Municipal Income Fund","18.18","342985516.2","n/a","2001","n/a","n/a","https://old.nasdaq.com/symbol/pcq",
"PCK","Pimco California Municipal Income Fund II","9.22","296291762.52","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/pck",
"PZC","PIMCO California Municipal Income Fund III","10.49","234700490.64","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/pzc",
"PCM","PIMCO Commercial Mortgage Securities Trust, Inc.","10.96","127442880","n/a","1993","n/a","n/a","https://old.nasdaq.com/symbol/pcm",
"PTY","Pimco Corporate & Income Opportunity Fund","18.02","1913745894.3","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/pty",
"PCN","Pimco Corporate & Income Stategy Fund","17.29","692116400.43","n/a","2001","n/a","n/a","https://old.nasdaq.com/symbol/pcn",
"PCI","PIMCO Dynamic Credit and Mortgage Income Fund","21.2","3103400986.8","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/pci",
"PDI","PIMCO Dynamic Income Fund","27.13","1798364682.2","n/a","2012","n/a","n/a","https://old.nasdaq.com/symbol/pdi",
"NRGX","PIMCO Energy and Tactical Credit Opportunities Fund","8.58","383586060","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/nrgx",
"PGP","Pimco Global Stocksplus & Income Fund","9.87","108471300","n/a","2005","n/a","n/a","https://old.nasdaq.com/symbol/pgp",
"PHK","Pimco High Income Fund","6.19","820515450","n/a","2003","n/a","n/a","https://old.nasdaq.com/symbol/phk",
"PKO","Pimco Income Opportunity Fund","25.61","487255860","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pko",
"PFL","PIMCO Income Strategy Fund","11.45","369572062.2","n/a","2003","n/a","n/a","https://old.nasdaq.com/symbol/pfl",
"PFN","PIMCO Income Strategy Fund II","10.09","735228100.63","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/pfn",
"PMF","PIMCO Municipal Income Fund","14.21","368265734.76","n/a","2001","n/a","n/a","https://old.nasdaq.com/symbol/pmf",
"PML","Pimco Municipal Income Fund II","14.71","925562952.73","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/pml",
"PMX","PIMCO Municipal Income Fund III","12.05","399288330.05","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/pmx",
"PNF","PIMCO New York Municipal Income Fund","11.85","92748978.3","n/a","2001","n/a","n/a","https://old.nasdaq.com/symbol/pnf",
"PNI","Pimco New York Municipal Income Fund II","10.67","119381316.34","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/pni",
"PYN","PIMCO New York Municipal Income Fund III","8.95","51266414.45","n/a","2002","n/a","n/a","https://old.nasdaq.com/symbol/pyn",
"RCS","PIMCO Strategic Income Fund, Inc.","6.96","305794560","n/a","1994","n/a","n/a","https://old.nasdaq.com/symbol/rcs",
"PDD","Pinduoduo Inc.","147.57","42577691802.3","288525390","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/pdd",
"PIPP.U","Pine Island Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pipp.u",
"PING","Ping Identity Holding Corp.","25.34","2055349521.82","n/a","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ping",
"PME","Pingtan Marine Enterprise Ltd.","2.29","181602560.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pme",
"PNFP","Pinnacle Financial Partners, Inc.","59.88","4541829317.64","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnfp",
"PNFPP","Pinnacle Financial Partners, Inc.","27.81","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/pnfpp",
"PNW","Pinnacle West Capital Corporation","81.33","9157496442.72","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/pnw",
"PT","Pintec Technology Holdings Limited","0.94","28212384.5","30013175","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/pt",
"PINS","Pinterest, Inc.","68.47","42319281041.17","n/a","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/pins",
"PBFS","Pioneer Bancorp, Inc.","10.58","274843843.82","n/a","2019","Finance","Banks","https://old.nasdaq.com/symbol/pbfs",
"HNW","Pioneer Diversified High Income Trust","14.56","121325422.4","n/a","2007","n/a","n/a","https://old.nasdaq.com/symbol/hnw",
"PHD","Pioneer Floating Rate Trust","10.88","269151333.12","n/a","2004","n/a","n/a","https://old.nasdaq.com/symbol/phd",
"PHT","Pioneer High Income Trust","9.17","268055340.07","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pht",
"MAV","Pioneer Municipal High Income Advantage Trust","11.75","280813485","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mav",
"MHI","Pioneer Municipal High Income Trust","12.41","282592441.09","n/a","2003","n/a","n/a","https://old.nasdaq.com/symbol/mhi",
"PXD","Pioneer Natural Resources Company","114.43","18814408153.99","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/pxd",
"PPSI","Pioneer Power Solutions, Inc.","3.81","33246231.45","n/a","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/ppsi",
"PIPR","Piper Sandler Companies","99.14","1771451563.48","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/pipr",
"PBI","Pitney Bowes Inc.","5.68","983257296.72","n/a","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/pbi",
"PBI^B","Pitney Bowes Inc.","21.68","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pbi^b",
"PIC","Pivotal Investment Corporation II","17.18","493925000","n/a","2019","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/pic",
"PIC.U","Pivotal Investment Corporation II","n/a","0","n/a","2019","n/a","n/a","https://old.nasdaq.com/symbol/pic.u",
"PIC.WS","Pivotal Investment Corporation II","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pic.ws",
"PXLW","Pixelworks, Inc.","2.65","111395937.95","n/a","2000","Technology","Semiconductors","https://old.nasdaq.com/symbol/pxlw",
"PJT","PJT Partners Inc.","74.95","2876894291","n/a","2015","Finance","Investment Managers","https://old.nasdaq.com/symbol/pjt",
"PAA","Plains All American Pipeline, L.P.","8.69","6330461575.79","n/a","1998","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/paa",
"PAGP","Plains Group Holdings, L.P.","8.9","1671298897.7","n/a","2013","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/pagp",
"PLNT","Planet Fitness, Inc.","77.32","6689765060","n/a","2015","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/plnt",
"PLAG","Planet Green Holdings Corp","2.17","23930250.05","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/plag",
"PLT","Plantronics, Inc.","26.03","1073649232.27","n/a","1994","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/plt",
"PLG","Platinum Group Metals Ltd.","4.12","309941143.96","n/a","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/plg",
"PLYA","Playa Hotels & Resorts N.V.","5.46","734677616.4","n/a","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/plya",
"AGS","PlayAGS, Inc.","5.84","208872102.64","n/a","2018","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/ags",
"PHI","PLDT Inc.","27.93","6034437795.75","n/a","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/phi",
"PLXS","Plexus Corp.","76.82","2214212819.8","n/a","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/plxs",
"PLRX","Pliant Therapeutics, Inc.","26.24","930991342.72","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/plrx",
"PLUG","Plug Power, Inc.","26.74","11113098221.12","n/a","1999","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","24.33","126054508.56","n/a","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/plbc",
"PS","Pluralsight, Inc.","18.12","2639986605","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ps",
"PSTI","Pluristem Therapeutics, Inc.","7","179433681","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/psti",
"PSTV","PLUS THERAPEUTICS, Inc.","2.04","9750351.36","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/pstv",
"PLXP","PLx Pharma Inc.","5.46","49993179.6","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/plxp",
"PLYM","Plymouth Industrial REIT, Inc.","13.46","332661652.18","n/a","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/plym",
"PLYM^A","Plymouth Industrial REIT, Inc.","26.75","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plym^a",
"PMVC","PMV Consumer Acquisition Corp.","9.81","221031562.5","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/pmvc",
"PMVC.U","PMV Consumer Acquisition Corp.","n/a","0","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/pmvc.u",
"PMVC.WS","PMV Consumer Acquisition Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pmvc.ws",
"PMVP","PMV Pharmaceuticals, Inc.","44.24","1980790611.52","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pmvp",
